"Taxon","longitude","latitude","uncertainty","year"
"Odontites luteus (L.) Clairv. subsp. luteus",11.145667,42.411119,1784.12411615277,1883
"Prospero autumnale (L.) Speta",9.915053,44.17624,1784.12411615277,1942
"Prospero autumnale (L.) Speta",9.93305,44.175579,1784.12411615277,1942
"Prospero autumnale (L.) Speta",9.96241,44.229423,1784.12411615277,1942
"Prospero autumnale (L.) Speta",9.94837,44.292763,1784.12411615277,1942
"Prospero autumnale (L.) Speta",9.936964,44.355674,1784.12411615277,1942
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.311271,43.551194,1784.12411615277,1941
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.325808,43.496003,1784.12411615277,1961
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.263949,43.860607,1784.12411615277,1961
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.360477,43.834615,1784.12411615277,1961
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.273872,43.824696,1784.12411615277,1961
"Artemisia verlotiorum Lamotte",10.243594,43.878625,1784.12411615277,1933
"Artemisia verlotiorum Lamotte",10.238846,43.892822,564.189583547756,1933
"Artemisia verlotiorum Lamotte",10.147989,44.034823,1784.12411615277,1933
"Artemisia verlotiorum Lamotte",10.386087,43.714258,1784.12411615277,1933
"Artemisia verlotiorum Lamotte",10.329938,43.767742,1784.12411615277,1933
"Odontites luteus (L.) Clairv. subsp. luteus",11.145667,42.411119,1784.12411615277,1865
"Odontites luteus (L.) Clairv. subsp. luteus",11.145667,42.411119,1784.12411615277,1871
"Odontites luteus (L.) Clairv. subsp. luteus",11.145667,42.411119,1784.12411615277,1872
"Odontites luteus (L.) Clairv. subsp. luteus",11.145667,42.411119,1784.12411615277,1883
"Hieracium sabaudum L.",11.157338,43.96659,1784.12411615277,2016
"Hieracium sabaudum L.",11.168726,43.894235,1784.12411615277,2016
"Hieracium sabaudum L.",11.23397,43.87897,1784.12411615277,2016
"Eclipta prostrata (L.) L.",10.386087,43.714258,1784.12411615277,2007
"Allium savii Parl.",10.309321,43.582073,1784.12411615277,1860
"Oenothera biennis L.",10.263949,43.860607,1784.12411615277,1961
"Allium savii Parl.",10.322591,43.595669,1784.12411615277,1860
"Oenothera biennis L.",10.263949,43.860607,1784.12411615277,1961
"Oenothera laciniata Hill",10.263949,43.860607,1784.12411615277,1961
"Hedera helix L. subsp. helix",10.308114,43.825336,564.189583547756,2006
"Oenothera laciniata Hill",10.266177,43.868904,1784.12411615277,1961
"Oenothera laciniata Hill",10.300656,43.884653,1784.12411615277,1961
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.251594549045,43.8355338938101,564.189583547756,1961
"Oenothera biennis L.",10.255734444363,43.8665851639344,1784.12411615277,1961
"Oenothera biennis L.",10.281874,43.873463,1784.12411615277,1961
"Oenothera biennis L.",10.300656,43.884653,1784.12411615277,1961
"Oenothera biennis L.",10.300656,43.884653,1784.12411615277,1961
"Oenothera biennis L.",10.281874,43.873463,1784.12411615277,1961
"Oenothera biennis L.",10.2560348517727,43.8665604103799,1784.12411615277,1961
"Odontites luteus (L.) Clairv. subsp. luteus",10.180278,44.019122,1784.12411615277,1942
"Hieracium sabaudum L.",10.55569,43.73604,564.189583547756,2017
"Solanum chenopodioides Lam.",10.55983,43.73478,564.189583547756,2017
"Colchicum autumnale L. subsp. autumnale",9.904221,44.447735,1784.12411615277,1942
"Smilax aspera L.",10.42603,43.785078,1784.12411615277,1982
"Colchicum autumnale L. subsp. autumnale",10.606898,44.098558,1784.12411615277,1860
"Colchicum autumnale L. subsp. autumnale",10.3146,43.984176,1784.12411615277,1860
"Colchicum autumnale L. subsp. autumnale",10.495083,43.837609,1784.12411615277,1860
"Colchicum autumnale L. subsp. autumnale",10.673868,44.140557,1784.12411615277,1860
"Colchicum autumnale L. subsp. autumnale",10.386087,43.714258,1784.12411615277,1860
"Colchicum autumnale L. subsp. autumnale",11.255868,43.783279,1784.12411615277,1860
"Colchicum autumnale L. subsp. autumnale",11.333635,43.318519,1784.12411615277,1860
"Colchicum autumnale L. subsp. autumnale",11.609812,43.011091,1784.12411615277,1860
"Colchicum autumnale L. subsp. autumnale",10.593615,44.010372,1784.12411615277,1908
"Colchicum autumnale L. subsp. autumnale",11.237517,44.006642,3989.42280401433,1908
"Colchicum autumnale L. subsp. autumnale",11.334114,43.496176,3989.42280401433,1908
"Colchicum autumnale L. subsp. autumnale",10.685166,43.903454,3989.42280401433,1908
"Colchicum autumnale L. subsp. autumnale",11.221104,43.791504,1784.12411615277,1908
"Artemisia verlotiorum Lamotte",10.273872,43.824696,1784.12411615277,1923
"Colchicum autumnale L. subsp. autumnale",11.265971,43.746055,1784.12411615277,1908
"Colchicum autumnale L. subsp. autumnale",11.553028,43.730966,1784.12411615277,1908
"Colchicum autumnale L. subsp. autumnale",11.932746,43.706527,1784.12411615277,1908
"Colchicum autumnale L. subsp. autumnale",11.818344,43.703497,1784.12411615277,1908
"Odontites luteus (L.) Clairv. subsp. luteus",10.173258,44.055936,1784.12411615277,1942
"Colchicum autumnale L. subsp. autumnale",10.126998,44.019477,1784.12411615277,1942
"Colchicum autumnale L. subsp. autumnale",10.147989,44.034823,1784.12411615277,1942
"Colchicum autumnale L. subsp. autumnale",10.1662158966064,44.0310864741594,1784.12411615277,1942
"Colchicum autumnale L. subsp. autumnale",10.1746273040771,44.0431802181376,1784.12411615277,1942
"Colchicum autumnale L. subsp. autumnale",10.1540279388428,44.0320738110886,1784.12411615277,1942
"Allium savii Parl.",10.3450698894449,43.6091343688654,1784.12411615277,1987
"Colchicum autumnale L. subsp. autumnale",9.92777,44.47133,1784.12411615277,1942
"Colchicum autumnale L. subsp. autumnale",9.843228,44.42372,1784.12411615277,1942
"Colchicum autumnale L. subsp. autumnale",9.845115,44.445168,1784.12411615277,1942
"Colchicum autumnale L. subsp. autumnale",9.84824,44.455335,1784.12411615277,1942
"Odontites luteus (L.) Clairv. subsp. luteus",10.12357,44.067173,1784.12411615277,1942
"Odontites luteus (L.) Clairv. subsp. luteus",10.122213,44.077146,1784.12411615277,1942
"Arbutus unedo L.",10.268306,43.811239,564.189583547756,2006
"Hedera helix L. subsp. helix",10.270621,43.794814,564.189583547756,2006
"Smilax aspera L.",10.270621,43.794814,564.189583547756,2006
"Oenothera fallacoides Soldano & Rostanski",10.319441,43.883309,1784.12411615277,1983
"Oenothera fallacoides Soldano & Rostanski",10.189445,43.985788,1784.12411615277,1986
"Arbutus unedo L.",10.270621,43.794814,564.189583547756,2006
"Oenothera fallacoides Soldano & Rostanski",10.2852812,43.8380699,564.189583547756,2017
"Odontites luteus (L.) Clairv. subsp. luteus",11.149001,43.924799,3989.42280401433,2016
"Oenothera biennis L.",10.2925873,43.8392487,564.189583547756,2017
"Odontites luteus (L.) Clairv. subsp. luteus",11.189327,43.969887,3989.42280401433,2016
"Odontites luteus (L.) Clairv. subsp. luteus",11.157338,43.96659,3989.42280401433,2016
"Odontites luteus (L.) Clairv. subsp. luteus",11.164831,44.001953,3989.42280401433,2016
"Odontites luteus (L.) Clairv. subsp. luteus",11.168726,43.894235,3989.42280401433,2016
"Odontites luteus (L.) Clairv. subsp. luteus",11.201621,43.878069,3989.42280401433,2016
"Hedera helix L. subsp. helix",10.30511,43.826249,564.189583547756,2006
"Hedera helix L. subsp. helix",10.270621,43.794814,564.189583547756,2006
"Hedera helix L. subsp. helix",10.305718,43.825176,564.189583547756,2006
"Oenothera italica Rostanski & Soldano",9.961256,44.224725,1784.12411615277,1984
"Oenothera chicaginensis de Vries ex Renner & Cleland",10.54932,43.77219,564.189583547756,2015
"Hedera helix L. subsp. helix",10.268306,43.811239,564.189583547756,2006
"Calluna vulgaris (L.) Hull",10.343478,43.742106,1784.12411615277,1956
"Smilax aspera L.",10.268306,43.811239,564.189583547756,2006
"Cervaria rivinii Gaertn.",10.3292055,43.9670334,564.189583547756,2017
"Hedera helix L. subsp. helix",10.266832,43.810765,564.189583547756,2006
"Oenothera stucchii Soldano",10.5810537,43.8631477,1784.12411615277,2017
"Oenothera stucchii Soldano",10.5943985,43.8703918,564.189583547756,2017
"Smilax aspera L.",10.267662,43.816026,564.189583547756,2006
"Hedera helix L. subsp. helix",10.267662,43.816026,564.189583547756,2006
"Smilax aspera L.",10.285085,43.80879,1784.12411615277,2006
"Arbutus unedo L.",10.285085,43.80879,1784.12411615277,2006
"Hedera helix L. subsp. helix",10.285085,43.80879,1784.12411615277,2006
"Seseli tortuosum L. subsp. tortuosum",11.66666,42.76637,1784.12411615277,2008
"Smilax aspera L.",10.284763098025,43.8092514911281,564.189583547756,2006
"Hedera helix L. subsp. helix",10.284763098025,43.8092514911281,564.189583547756,2006
"Prospero autumnale (L.) Speta",10.327837,43.9694862,564.189583547756,2017
"Prospero autumnale (L.) Speta",10.2624636,43.8181419,564.189583547756,2017
"Spiranthes spiralis (L.) Chevall.",10.3309431,43.9702301,564.189583547756,2017
"Oenothera chicaginensis de Vries ex Renner & Cleland",10.26542,43.8436089,564.189583547756,2017
"Prospero autumnale (L.) Speta",11.868945,42.9473,1784.12411615277,1998
"Prospero autumnale (L.) Speta",11.508386,42.74064,1784.12411615277,2005
"Salicornia perennans Willd. subsp. perennans",10.390921,43.637023,1784.12411615277,1860
"Salicornia perennans Willd. subsp. perennans",11.449321,42.385705,1784.12411615277,1908
"Odontites luteus (L.) Clairv. subsp. luteus",10.11892,44.05879,1784.12411615277,1942
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.226632,43.993248,1784.12411615277,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.403898,44.108172,1784.12411615277,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.593615,44.010372,1784.12411615277,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.685166,43.903454,3989.42280401433,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.882087,43.760459,1784.12411615277,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.836859,44.005191,1784.12411615277,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",11.818344,43.703497,1784.12411615277,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",11.553028,43.730966,1784.12411615277,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.364302,42.805268,1784.12411615277,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.198558,42.804992,1784.12411615277,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.263949,43.860607,1784.12411615277,1860
"Odontites luteus (L.) Clairv. subsp. luteus",10.110231,44.192392,1784.12411615277,1942
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.360477,43.834615,1784.12411615277,1860
"Artemisia verlotiorum Lamotte",10.284227,43.883636,564.189583547756,2017
"Odontites luteus (L.) Clairv. subsp. luteus",10.131564,44.158874,1784.12411615277,1942
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.495083,43.837609,1784.12411615277,1860
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.386087,43.714258,1784.12411615277,1860
"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.263949,43.860607,1784.12411615277,1860
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.91675,43.93327,1784.12411615277,1860
"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.180278,44.019122,1784.12411615277,1860
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",11.255868,43.783279,1784.12411615277,1860
"Dysphania ambrosioides (L.) Mosyakin & Clemants",9.957323,44.315131,1784.12411615277,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.075095,44.032331,1784.12411615277,1942
"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.169883,43.958643,1784.12411615277,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.119153,43.996371,1784.12411615277,1942
"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.408895,43.709389,1784.12411615277,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.121559,44.010688,1784.12411615277,1942
"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.3716087341309,43.7063525930413,1784.12411615277,1908
"Colchicum longifolium Castagne",11.338304,42.537921,1784.12411615277,1908
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.126995,43.990772,1784.12411615277,1942
"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.162019,44.015378,1784.12411615277,1942
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.156789,43.997855,1784.12411615277,1942
"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.147989,44.034823,1784.12411615277,1942
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.158705,44.069919,1784.12411615277,1942
"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.147989,44.034823,1784.12411615277,1942
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.086494,44.026305,1784.12411615277,1942
"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.055378,44.05537,1784.12411615277,1942
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.102548,44.039949,1784.12411615277,1942
"Dysphania ambrosioides (L.) Mosyakin & Clemants",9.974423,44.212341,1784.12411615277,1942
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.055378,44.05537,1784.12411615277,1942
"Dysphania ambrosioides (L.) Mosyakin & Clemants",9.94837,44.292763,1784.12411615277,1942
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",9.98691558837891,44.2078038269162,1784.12411615277,1942
"Dysphania ambrosioides (L.) Mosyakin & Clemants",9.938858,44.331645,1784.12411615277,1942
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",9.95374202728271,44.2374513059634,1784.12411615277,1942
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",9.911628,44.253449,1784.12411615277,1942
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",9.938858,44.331645,1784.12411615277,1942
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",9.867101,44.375487,1784.12411615277,1942
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",11.2630462646484,42.4477814346224,1784.12411615277,1908
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",10.901329,42.356387,1784.12411615277,1908
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",9.907474,43.431854,1784.12411615277,1908
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",9.818082,43.037775,1784.12411615277,1908
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",10.294215,42.78222,3989.42280401433,1908
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",10.075458,42.580947,1784.12411615277,1908
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",10.311271,43.551194,1784.12411615277,1860
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",10.495083,43.837609,1784.12411615277,1860
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",10.386087,43.714258,1784.12411615277,1860
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",10.91675,43.93327,1784.12411615277,1860
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",11.255868,43.783279,1784.12411615277,1860
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",11.333635,43.318519,1784.12411615277,1860
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",11.983614,43.262957,1784.12411615277,1860
"Hedera helix L. subsp. helix",10.271825,43.811815,564.189583547756,2006
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",10.158705,44.069919,1784.12411615277,1942
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",10.11325,44.004153,1784.12411615277,1942
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",10.105706,44.004047,1784.12411615277,1942
"Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch",10.386087,43.714258,1784.12411615277,1860
"Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch",11.333635,43.318519,1784.12411615277,1860
"Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch",10.916805267334,42.7699510091388,1784.12411615277,1860
"Chenopodiastrum hybridum (L.) S.Fuentes, Uotila & Borsch",10.518239,44.028604,1784.12411615277,1908
"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch",11.09516,42.25488,1784.12411615277,1908
"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch",10.263949,43.860607,3989.42280401433,1860
"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch",11.333635,43.318519,3989.42280401433,1860
"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch",10.386087,43.714258,1784.12411615277,1860
"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch",10.817003,43.362488,1784.12411615277,1860
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.30397,43.774314,564.189583547756,2006
"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch",10.112259,44.015139,1784.12411615277,1942
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.317753,43.754568,564.189583547756,2006
"Artemisia verlotiorum Lamotte",10.263949,43.860607,1784.12411615277,1934
"Artemisia verlotiorum Lamotte",10.277862,43.674052,564.189583547756,1936
"Oenothera laciniata Hill",10.281874,43.873463,1784.12411615277,1961
"Artemisia verlotiorum Lamotte",10.2798500061908,43.6807344526232,564.189583547756,1936
"Prospero autumnale (L.) Speta",10.4680851101875,43.8232960367607,564.189583547756,2015
"Euphorbia dendroides L.",10.174198,43.992685,1784.12411615277,1860
"Euphorbia dendroides L.",11.29282,42.40761,1784.12411615277,1860
"Oxybasis rubra (L.) S.Fuentes, Uotila & Borsch",10.322591,43.595669,1784.12411615277,1908
"Oxybasis rubra (L.) S.Fuentes, Uotila & Borsch",10.363517,43.641824,3989.42280401433,1908
"Euphorbia dendroides L.",11.100882,42.252801,1784.12411615277,1860
"Oxybasis rubra (L.) S.Fuentes, Uotila & Borsch",10.386087,43.714258,3989.42280401433,1860
"Arbutus unedo L.",10.1272541284561,44.0519558921506,1784.12411615277,2017
"Euphorbia dendroides L.",9.818082,43.037775,1784.12411615277,1860
"Euphorbia dendroides L.",10.310407,42.337112,1784.12411615277,1860
"Euphorbia dendroides L.",11.184568,42.366709,1784.12411615277,1908
"Euphorbia dendroides L.",11.081389,42.418528,1784.12411615277,1908
"Spiranthes spiralis (L.) Chevall.",10.4605944,43.7854278,564.189583547756,2016
"Hibiscus trionum L.",10.427306,43.701783,1784.12411615277,1908
"Hedera helix L. subsp. helix",10.2771949768066,43.8119984493618,564.189583547756,2006
"Salicornia perennans Willd. subsp. perennans",10.350938,43.743906,1784.12411615277,1860
"Arbutus unedo L.",10.1032376289368,44.0581088845245,1784.12411615277,2017
"Arbutus unedo L.",10.1037526130676,44.0559191710419,1784.12411615277,2017
"Smilax aspera L.",10.2771949768066,43.8119984493618,564.189583547756,2006
"Smilax aspera L.",10.2735471712367,43.8168850574696,564.189583547756,2007
"Smilax aspera L.",10.272902,43.781935,564.189583547756,2006
"Hedera helix L. subsp. helix",10.272902,43.781935,564.189583547756,2006
"Euphorbia dendroides L.",10.167233,44.008548,1784.12411615277,1942
"Smilax aspera L.",10.285085,43.80879,564.189583547756,2006
"Hedera helix L. subsp. helix",10.285085,43.80879,564.189583547756,2006
"Smilax aspera L.",10.37839,42.82046,564.189583547756,2005
"Smilax aspera L.",10.31072,42.78488,564.189583547756,2005
"Smilax aspera L.",10.38782,42.802856,564.189583547756,2005
"Smilax aspera L.",10.36415,42.76859,564.189583547756,2005
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.635133,43.31098,564.189583547756,2017
"Hedera helix L. subsp. helix",10.312704,43.815419,564.189583547756,2006
"Hedera helix L. subsp. helix",10.2735471712367,43.8168850574696,564.189583547756,2007
"Hedera helix L. subsp. helix",10.3127288765972,43.8073034572686,1784.12411615277,2006
"Hedera helix L. subsp. helix",10.601057,43.305143,564.189583547756,2017
"Smilax aspera L.",10.3127288765972,43.8073034572686,1784.12411615277,2006
"Hedera helix L. subsp. helix",10.31749,43.822852,564.189583547756,2006
"Spiranthes spiralis (L.) Chevall.",11.385143279453,43.130786176373,1784.12411615277,2009
"Smilax aspera L.",10.601057,43.305143,564.189583547756,2017
"Hedera helix L. subsp. helix",10.702331,43.825066,1784.12411615277,1958
"Cyclamen hederifolium Aiton subsp. hederifolium",11.81156873703,43.0086955203137,1784.12411615277,2016
"Eclipta prostrata (L.) L.",10.3988170623779,43.7163411977191,1784.12411615277,2007
"Dittrichia graveolens (L.) Greuter",11.145667,42.411119,1784.12411615277,1882
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1871
"Dittrichia graveolens (L.) Greuter",11.145667,42.411119,1784.12411615277,1884
"Dittrichia graveolens (L.) Greuter",11.145667,42.411119,1784.12411615277,1902
"Dittrichia graveolens (L.) Greuter",11.145667,42.411119,1784.12411615277,1911
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1872
"Leersia oryzoides (L.) Sw.",11.847689,43.628598,1784.12411615277,2004
"Leersia oryzoides (L.) Sw.",11.852397,43.268292,1784.12411615277,2004
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1883
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1884
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1897
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1902
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1911
"Hedera helix L. subsp. helix",10.344374657725,43.6116823309154,564.189583547756,1984
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1916
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.145667,42.411119,1784.12411615277,1966
"Hedera helix L. subsp. helix",10.3197391032518,43.7932833968685,1784.12411615277,2006
"Smilax aspera L.",10.2763967524515,43.8171348475014,1784.12411615277,2006
"Hedera helix L. subsp. helix",10.2849798212992,43.808216056851,564.189583547756,2006
"Smilax aspera L.",10.2849798212992,43.808216056851,564.189583547756,2006
"Arbutus unedo L.",10.2849798212992,43.808216056851,564.189583547756,2006
"Hedera helix L. subsp. helix",10.2763967524515,43.8171348475014,1784.12411615277,2006
"Delairea odorata Lem.",11.145667,42.411119,1784.12411615277,1992
"Hedera helix L. subsp. helix",10.3518161794636,43.6251785135266,564.189583547756,1984
"Hedera helix L. subsp. helix",10.274426,43.784882,564.189583547756,2006
"Hedera helix L. subsp. helix",10.31749,43.822852,564.189583547756,2006
"Arbutus unedo L.",10.56772,43.316074,564.189583547756,2017
"Solanum chenopodioides Lam.",11.23397,43.87897,3989.42280401433,2016
"Solanum chenopodioides Lam.",11.164831,44.001953,3989.42280401433,2016
"Solanum chenopodioides Lam.",11.149001,43.924799,3989.42280401433,2016
"Solanum chenopodioides Lam.",11.157338,43.96659,3989.42280401433,2016
"Erica multiflora L. subsp. multiflora",11.4147278666496,42.4437200202816,564.189583547756,2017
"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1871
"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1882
"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1894
"Euphorbia dendroides L.",11.2930145859718,42.4073732938215,564.189583547756,2017
"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1897
"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1902
"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1989
"Prospero autumnale (L.) Speta",11.145667,42.411119,1784.12411615277,1991
"Triglochin laxiflora Guss.",11.35,42.433333,1784.12411615277,1908
"Triglochin laxiflora Guss.",9.840405,43.044186,1784.12411615277,1908
"Triglochin laxiflora Guss.",9.83688,43.03494,1784.12411615277,1908
"Triglochin laxiflora Guss.",9.810108,43.040637,1784.12411615277,1908
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.56772,43.316074,564.189583547756,2017
"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1843
"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1871
"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1872
"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1885
"Hedera helix L. subsp. helix",10.285085,43.80879,564.189583547756,2006
"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1902
"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1902
"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1908
"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1911
"Artemisia verlotiorum Lamotte",11.81156873703,43.0086955203137,1784.12411615277,2016
"Smilax aspera L.",11.145667,42.411119,1784.12411615277,1992
"Charybdis maritima (L.) Speta",11.145667,42.411119,1784.12411615277,1993
"Hedera helix L. subsp. helix",10.285994,43.818608,564.189583547756,2006
"Smilax aspera L.",10.285994,43.818608,564.189583547756,2006
"Smilax aspera L.",10.279139,43.819205,564.189583547756,2006
"Hieracium racemosum Waldst. & Kit. ex Willd.",11.145667,42.411119,1784.12411615277,1883
"Hedera helix L. subsp. helix",10.279139,43.819205,564.189583547756,2006
"Arbutus unedo L.",10.1013493537903,44.0888180197075,1784.12411615277,2017
"Hieracium racemosum Waldst. & Kit. ex Willd.",11.203547,42.405138,564.189583547756,1993
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.145667,42.411119,1784.12411615277,1989
"Hedera helix L. subsp. helix",10.2795724879252,43.8160985193583,1784.12411615277,2006
"Smilax aspera L.",10.2795724879252,43.8160985193583,1784.12411615277,2006
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.81156873703,43.0086955203137,1784.12411615277,2016
"Oenothera biennis L.",10.263949,43.860607,1784.12411615277,1908
"Ranunculus bullatus L.",10.075458,42.580947,1784.12411615277,1908
"Spiranthes spiralis (L.) Chevall.",10.2967529,43.9542618,564.189583547756,2017
"Arbutus unedo L.",10.1288393139839,44.0283172148556,1784.12411615277,2017
"Smilax aspera L.",10.56772,43.316074,564.189583547756,2017
"Smilax aspera L.",10.322591,43.595669,1784.12411615277,1984
"Ceratonia siliqua L.",10.075458,42.580947,1784.12411615277,1908
"Seseli tortuosum L. subsp. tortuosum",10.294215,42.78222,3989.42280401433,1908
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.6228619813919,42.9593277331162,564.189583547756,2017
"Solanum chenopodioides Lam.",11.201621,43.878069,3989.42280401433,2016
"Hieracium sabaudum L.",11.26268,43.88151,1784.12411615277,2016
"Dittrichia graveolens (L.) Greuter",10.089707,44.046207,3989.42280401433,1942
"Dittrichia graveolens (L.) Greuter",10.901329,42.356387,1784.12411615277,1908
"Dittrichia graveolens (L.) Greuter",10.386087,43.714258,1784.12411615277,1860
"Artemisia verlotiorum Lamotte",11.201621,43.878069,3989.42280401433,2016
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.0375556945801,44.0412058979226,1784.12411615277,1942
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.195947,44.289526,1784.12411615277,1942
"Dittrichia viscosa (L.) Greuter subsp. viscosa",9.898993,43.430803,1784.12411615277,1860
"Erica multiflora L. subsp. multiflora",10.310407,42.337112,1784.12411615277,1832
"Artemisia verlotiorum Lamotte",11.157338,43.96659,3989.42280401433,2016
