"Taxon","longitude","latitude","uncertainty","year"
"Charybdis maritima (L.) Speta",10.301133,42.329475,564.189583547756,1964
"Colchicum lusitanum Brot.",12.29114,43.75999,1784.12411615277,1966
"Hedera helix L. subsp. helix",10.328407,43.718316,1784.12411615277,1956
"Oenothera biennis L.",10.284682,43.729683,1784.12411615277,1956
"Oenothera laciniata Hill",10.284681,43.720175,1784.12411615277,1956
"Symphyotrichum lanceolatum (Willd.) G.L.Nesom",11.393453,42.488764,1784.12411615277,2006
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",11.393453,42.488764,1784.12411615277,2006
"Hedera helix L. subsp. helix",10.348013,43.71709,1784.12411615277,1956
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",11.65,43.93223,1784.12411615277,1966
"Hedera helix L. subsp. helix",10.343478,43.742106,1784.12411615277,1956
"Hedera helix L. subsp. helix",10.280587,43.715956,1784.12411615277,1956
"Calluna vulgaris (L.) Hull",11.65,43.93223,1784.12411615277,1966
"Hedera helix L. subsp. helix",11.258675,43.746274,1784.12411615277,1908
"Artemisia verlotiorum Lamotte",10.9645029902458,43.7344761851411,564.189583547756,2017
"Calluna vulgaris (L.) Hull",10.9288322925568,43.6935076551963,564.189583547756,2017
"Hedera helix L. subsp. helix",10.9288322925568,43.6935076551963,564.189583547756,2017
"Hedera helix L. subsp. helix",10.901329,42.356387,1784.12411615277,1908
"Hedera helix L. subsp. helix",9.898993,43.430803,1784.12411615277,1908
"Hedera helix L. subsp. helix",10.148044,44.036894,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.020264,44.13383,1784.12411615277,1942
"Hedera helix L. subsp. helix",9.911628,44.253449,1784.12411615277,1942
"Hedera helix L. subsp. helix",9.947765,44.264534,1784.12411615277,1942
"Hedera helix L. subsp. helix",9.948557,44.266176,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.007964,44.337544,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.1769,44.20492,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.22112,44.29687,1784.12411615277,1942
"Hedera helix L. subsp. helix",9.966887,44.223032,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.149156,44.032575,1784.12411615277,1942
"Erica multiflora L. subsp. multiflora",11.145667,42.411119,1784.12411615277,1873
"Smilax aspera L.",10.477202,43.771755,1784.12411615277,2009
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.489255,43.910796,1784.12411615277,1860
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.468496,43.824878,1784.12411615277,1860
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.560733,44.056111,1784.12411615277,1860
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.097173,43.880736,1784.12411615277,1860
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.070926,43.74464,1784.12411615277,1860
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.2568,43.68619,1784.12411615277,1860
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.319702,43.752353,1784.12411615277,1860
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.147564,43.751465,1784.12411615277,1860
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.267649,43.885229,1784.12411615277,1908
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.844252,43.73144,1784.12411615277,1908
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.818344,43.703497,1784.12411615277,1908
"Erica multiflora L. subsp. multiflora",10.92689,43.47803,564.189583547756,2017
"Hedera helix L. subsp. helix",10.386087,43.714258,1784.12411615277,1860
"Hedera helix L. subsp. helix",10.226632,43.993248,3989.42280401433,1860
"Hedera helix L. subsp. helix",10.495083,43.837609,1784.12411615277,1860
"Hedera helix L. subsp. helix",11.713724,43.780289,1784.12411615277,1860
"Hedera helix L. subsp. helix",11.333635,43.318519,1784.12411615277,1860
"Hedera helix L. subsp. helix",11.766001,42.895026,1784.12411615277,1860
"Hedera helix L. subsp. helix",9.818082,43.037775,1784.12411615277,1860
"Solanum chenopodioides Lam.",10.594785,43.746474,1784.12411615277,2009
"Hedera helix L. subsp. helix",11.208463,43.78763,1784.12411615277,1860
"Hedera helix L. subsp. helix",10.311271,43.551194,1784.12411615277,1908
"Hedera helix L. subsp. helix",10.334312,43.996717,1784.12411615277,1908
"Hedera helix L. subsp. helix",11.553028,43.730966,1784.12411615277,1908
"Hedera helix L. subsp. helix",11.145667,42.411119,1784.12411615277,1908
"Hedera helix L. subsp. helix",10.310407,42.337112,1784.12411615277,1908
"Hedera helix L. subsp. helix",10.294215,42.78222,3989.42280401433,1908
"Hedera helix L. subsp. helix",10.075458,42.580947,1784.12411615277,1908
"Hedera helix L. subsp. helix",10.067034,44.075569,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.180278,44.019122,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.145813,44.032592,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.149156,44.032575,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.15032,44.037683,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.110411,44.07304,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.129286,44.050513,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.096601,44.078113,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.073601,44.071873,1784.12411615277,1942
"Hedera helix L. subsp. helix",9.957323,44.315131,1784.12411615277,1942
"Hedera helix L. subsp. helix",9.922812,44.190096,1784.12411615277,1942
"Hedera helix L. subsp. helix",9.938858,44.331645,1784.12411615277,1942
"Hedera helix L. subsp. helix",9.867101,44.375487,1784.12411615277,1942
"Hedera helix L. subsp. helix",10.14873,44.13665,1784.12411615277,1942
"Charybdis maritima (L.) Speta",10.266059,42.799177,564.189583547756,1972
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.536313,43.756417,3989.42280401433,1860
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.480884,43.821608,1784.12411615277,1860
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.046388,43.548668,1784.12411615277,1860
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.882087,43.760459,1784.12411615277,1908
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.886541,43.662551,1784.12411615277,1908
"Erica multiflora L. subsp. multiflora",11.145667,42.411119,1784.12411615277,1881
"Callitriche brutia Petagna",11.393453,42.488764,1784.12411615277,2006
"Spiranthes spiralis (L.) Chevall.",10.594785,43.746474,1784.12411615277,2009
"Spiranthes spiralis (L.) Chevall.",10.557218,43.707474,1784.12411615277,2009
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.541711,43.768655,1784.12411615277,2009
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.594785,43.746474,1784.12411615277,2009
"Callitriche brutia Petagna",11.460245,42.47649,1784.12411615277,2006
"Callitriche brutia Petagna",11.460245,42.47649,1784.12411615277,2006
"Colchicum lusitanum Brot.",11.338147,43.85915,1784.12411615277,2015
"Sporobolus cryptandrus (Torr.) A.Gray",10.33941822,43.70946518,564.189583547756,2014
"Sporobolus cryptandrus (Torr.) A.Gray",10.33954518,43.70970986,564.189583547756,2014
"Sporobolus cryptandrus (Torr.) A.Gray",10.34310716,43.69804421,564.189583547756,2014
"Hibiscus trionum L.",11.8698901132985,43.2855235887143,1784.12411615277,2014
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.3995578407214,42.4767166519364,1784.12411615277,2006
"Prospero autumnale (L.) Speta",10.34005676,43.7040355,564.189583547756,2014
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.901329,42.356387,1784.12411615277,1908
"Prospero autumnale (L.) Speta",10.34310716,43.69804421,564.189583547756,2014
"Calluna vulgaris (L.) Hull",11.29431,44.13416,1784.12411615277,1966
"Hieracium sabaudum L.",11.29431,44.13416,1784.12411615277,1965
"Cyclamen hederifolium Aiton subsp. hederifolium",11.29431,44.13416,1784.12411615277,1965
"Allium savii Parl.",10.983049,43.941896,1784.12411615277,2018
"Allium savii Parl.",11.270079,43.675791,1784.12411615277,2018
"Oenothera lindheimeri (Engelm. & A.Gray) W.L.Wagner & Hoch",9.843742,43.048431,1784.12411615277,2018
"Dittrichia graveolens (L.) Greuter",10.657554,43.456952,1784.12411615277,2009
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.961213,43.726197,1784.12411615277,2011
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.724438,43.499743,1784.12411615277,2014
"Panicum dichotomiflorum Michx.",10.480024,43.587632,1784.12411615277,2017
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.363028,42.462611,1784.12411615277,2006
"Cyclamen hederifolium Aiton subsp. hederifolium",10.348013,43.71709,1784.12411615277,1956
"Cyclamen hederifolium Aiton subsp. hederifolium",10.316675,43.729947,1784.12411615277,1956
"Lipandra polysperma (L.) S.Fuentes, Uotila & Borsch",10.557218,43.707474,1784.12411615277,2009
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",11.070076,43.930648,1784.12411615277,2002
"Arbutus unedo L.",11.100882,42.252801,1784.12411615277,1856
"Colchicum lusitanum Brot.",10.466806,43.819125,1784.12411615277,1856
"Helianthus tuberosus L.",11.070076,43.930648,1784.12411615277,2002
"Arbutus unedo L.",10.487928,43.749476,1784.12411615277,2009
"Colchicum lusitanum Brot.",11.149001,43.924799,1784.12411615277,2009
"Colchicum lusitanum Brot.",11.164831,44.001953,1784.12411615277,2009
"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch",10.30154775,43.85475034,564.189583547756,2015
"Hedera helix L. subsp. helix",11.317978,44.150766,1784.12411615277,2001
"Xanthoselinum venetum (Spreng.) Soldano & Banfi",11.317978,44.150766,1784.12411615277,2001
"Colchicum lusitanum Brot.",11.868945,42.9473,1784.12411615277,1998
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.31737773,43.85491111,564.189583547756,2015
"Artemisia verlotiorum Lamotte",11.8286,43.22694,1784.12411615277,2004
"Artemisia verlotiorum Lamotte",11.868945,42.9473,1784.12411615277,1998
"Artemisia verlotiorum Lamotte",11.508386,42.74064,1784.12411615277,2005
"Colchicum autumnale L. subsp. autumnale",11.317978,44.150766,1784.12411615277,2001
"Xanthoselinum venetum (Spreng.) Soldano & Banfi",10.1180648803711,44.1753097851221,1784.12411615277,1908
"Arbutus unedo L.",10.284682,43.729683,1784.12411615277,1956
"Oxybasis urbica (L.) S.Fuentes, Uotila & Borsch",10.30158507,43.85474991,564.189583547756,2015
"Solanum chenopodioides Lam.",10.343975,43.677622,1784.12411615277,2014
"Cyclamen hederifolium Aiton subsp. hederifolium",11.317978,44.150766,1784.12411615277,2000
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.31348288,43.8514896,564.189583547756,2015
"Solanum chenopodioides Lam.",10.412079,43.819508,1784.12411615277,2014
"Cyclamen hederifolium Aiton subsp. hederifolium",10.284682,43.729683,1784.12411615277,1956
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.31346945,43.85144473,564.189583547756,2015
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.35415251,43.83877024,564.189583547756,2015
"Salicornia perennans Willd. subsp. perennans",10.298492669859,43.6916579002549,1784.12411615277,2007
"Hedera helix L. subsp. helix",10.293860757704,43.5895327572661,564.189583547756,2009
"Calluna vulgaris (L.) Hull",11.29431,44.13416,1784.12411615277,2001
"Symphyotrichum novi-belgii (L.) G.L.Nesom",10.925134,42.773994,1784.12411615277,1999
"Arbutus unedo L.",9.90239,43.43174,1784.12411615277,1995
"Arbutus unedo L.",11.100882,42.252801,1784.12411615277,1882
"Cyclamen hederifolium Aiton subsp. hederifolium",11.29431,44.13416,1784.12411615277,2001
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.29998324,43.85547042,564.189583547756,2015
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.30149686,43.85870344,564.189583547756,2015
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",9.9045,43.42779,1784.12411615277,1995
"Artemisia verlotiorum Lamotte",11.523086,43.56471,1784.12411615277,1934
"Spiranthes spiralis (L.) Chevall.",10.4035597724275,43.7338150993238,564.189583547756,2018
"Calluna vulgaris (L.) Hull",10.9286334479067,43.6931851128762,564.189583547756,2019
"Colchicum lusitanum Brot.",10.630269,43.406129,1784.12411615277,2009
"Charybdis maritima (L.) Speta",11.100882,42.252801,1784.12411615277,1885
"Prospero autumnale (L.) Speta",10.3485791149984,43.701635920483,1784.12411615277,2018
"Oenothera italica Rostanski & Soldano",10.263949,43.860607,1784.12411615277,1979
"Oenothera italica Rostanski & Soldano",10.263949,43.860607,1784.12411615277,1979
"Callitriche brutia Petagna",10.805938,43.772981,564.189583547756,2018
"Calluna vulgaris (L.) Hull",11.417321,43.956242,1784.12411615277,1966
"Digitaria debilis (Desf.) Willd.",10.3078538107757,43.7159932180935,1784.12411615277,2004
"Arbutus unedo L.",10.6201523442955,43.0712978963848,564.189583547756,2017
"Salicornia perennans Willd. subsp. perennans",10.28238259,43.70251295,564.189583547756,2006
"Prospero autumnale (L.) Speta",11.378271,43.148646,1784.12411615277,2018
"Oenothera chicaginensis de Vries ex Renner & Cleland",10.350504,43.655956,1784.12411615277,2014
"Prospero autumnale (L.) Speta",9.818082,43.037775,1784.12411615277,2001
"Hieracium racemosum Waldst. & Kit. ex Willd.",11.168866,42.899181,1784.12411615277,1996
"Cyclamen hederifolium Aiton subsp. hederifolium",10.530856,43.927789,1784.12411615277,2012
"Arbutus unedo L.",10.294215,42.78222,3989.42280401433,1972
"Arbutus unedo L.",10.760714,43.714641,1784.12411615277,1950
"Erica multiflora L. subsp. multiflora",11.0933,42.25391,1784.12411615277,1959
"Erica multiflora L. subsp. multiflora",10.880507,42.366216,1784.12411615277,1897
"Erica multiflora L. subsp. multiflora",10.877167,42.356777,1784.12411615277,1895
"Erica multiflora L. subsp. multiflora",10.880507,42.366216,1784.12411615277,1894
"Erica multiflora L. subsp. multiflora",11.100882,42.252801,1784.12411615277,1882
"Erica multiflora L. subsp. multiflora",11.100882,42.252801,1784.12411615277,1882
"Erica multiflora L. subsp. multiflora",10.877167,42.356777,1784.12411615277,1894
"Erica multiflora L. subsp. multiflora",10.880507,42.366216,1784.12411615277,1894
"Erica multiflora L. subsp. multiflora",10.699568,44.053378,3989.42280401433,1904
"Erica multiflora L. subsp. multiflora",10.52758,42.931607,3989.42280401433,1843
"Erica multiflora L. subsp. multiflora",10.759465,42.923292,3989.42280401433,1891
"Arbutus unedo L.",10.310407,42.337112,1784.12411615277,1965
"Arbutus unedo L.",9.840405,43.044186,1784.12411615277,1896
"Arbutus unedo L.",10.429241,43.404732,1784.12411615277,1929
"Erica multiflora L. subsp. multiflora",10.982156,42.724546,1784.12411615277,1968
"Erica multiflora L. subsp. multiflora",10.871624,42.768721,1784.12411615277,1869
"Arbutus unedo L.",10.712142,43.788372,1784.12411615277,1938
"Erica multiflora L. subsp. multiflora",11.117361,42.437842,3989.42280401433,1894
"Erica multiflora L. subsp. multiflora",11.203694,42.393759,1784.12411615277,1911
"Erica multiflora L. subsp. multiflora",11.210556,42.381389,3989.42280401433,1886
"Erica multiflora L. subsp. multiflora",11.212883,42.436261,1784.12411615277,1882
"Erica multiflora L. subsp. multiflora",11.203694,42.393759,1784.12411615277,1886
"Erica multiflora L. subsp. multiflora",11.200003,42.400823,1784.12411615277,1883
"Erica multiflora L. subsp. multiflora",11.145667,42.411119,1784.12411615277,1884
"Erica multiflora L. subsp. multiflora",11.09886,42.25412,1784.12411615277,1882
"Prospero autumnale (L.) Speta",10.015162,44.118637,3989.42280401433,2015
"Salicornia perennans Willd. subsp. perennans",10.28199371,43.70287406,564.189583547756,2006
"Cyclamen hederifolium Aiton subsp. hederifolium",11.094046,43.085071,1784.12411615277,2012
"Arbutus unedo L.",11.154004,42.417888,1784.12411615277,1966
"Cyclamen hederifolium Aiton subsp. hederifolium",11.103552,43.942612,1784.12411615277,2013
"Arbutus unedo L.",11.611562,43.285762,1784.12411615277,1853
"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1966
"Smilax aspera L.",10.158705,44.069919,1784.12411615277,1942
"Arbutus unedo L.",11.143729,42.377712,1784.12411615277,1871
"Arbutus unedo L.",10.294215,42.78222,3989.42280401433,1973
"Arbutus unedo L.",11.611562,43.285762,1784.12411615277,1873
"Arbutus unedo L.",10.39976,42.852463,1784.12411615277,1972
"Arbutus unedo L.",9.83688,43.03494,1784.12411615277,1896
"Arbutus unedo L.",10.709406,43.655849,1784.12411615277,1963
"Arbutus unedo L.",10.91416,42.33579,1784.12411615277,1996
"Cyclamen hederifolium Aiton subsp. hederifolium",10.317125,43.970844,1784.12411615277,2015
"Spiranthes spiralis (L.) Chevall.",10.563487,43.782115,1784.12411615277,2013
"Spiranthes spiralis (L.) Chevall.",10.136072118892,43.9866408588245,1784.12411615277,2019
"Calluna vulgaris (L.) Hull",10.9549396131124,43.8195819860495,564.189583547756,2019
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.2780215861882,43.7158948023056,1784.12411615277,2006
"Calluna vulgaris (L.) Hull",10.818558,44.054447,1784.12411615277,1929
"Cyclamen hederifolium Aiton subsp. hederifolium",10.390921,43.637023,1784.12411615277,2016
"Hedera helix L. subsp. helix",10.390921,43.637023,1784.12411615277,2016
"Salicornia perennans Willd. subsp. perennans",10.2780215861882,43.7158948023056,1784.12411615277,2006
"Smilax aspera L.",10.390921,43.637023,1784.12411615277,2016
"Artemisia verlotiorum Lamotte",10.9740781309266,43.7238678701355,564.189583547756,2019
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.328653,43.598311,564.189583547756,2013
"Arbutus unedo L.",10.2885197358157,43.6194705428884,564.189583547756,2014
"Panicum dichotomiflorum Michx.",10.944997,43.79569,1784.12411615277,2013
"Panicum dichotomiflorum Michx.",11.008753,43.752336,1784.12411615277,2013
"Panicum dichotomiflorum Michx.",11.000082,43.784295,1784.12411615277,2013
"Salicornia perennans Willd. subsp. perennans",10.294386,43.68732,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.315503,43.590675,564.189583547756,2013
"Panicum dichotomiflorum Michx.",10.909194,43.828846,1784.12411615277,2013
"Hedera helix L. subsp. helix",10.2885197358157,43.6194705428884,564.189583547756,2014
"Panicum dichotomiflorum Michx.",11.051717,43.774609,1784.12411615277,2013
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.345035,43.602928,564.189583547756,2013
"Panicum dichotomiflorum Michx.",10.848707,43.895463,1784.12411615277,2013
"Salicornia perennans Willd. subsp. perennans",10.314506,43.590425,564.189583547756,2013
"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.1873017575288,43.944762050902,1784.12411615277,1986
"Seseli tortuosum L. subsp. tortuosum",10.2885197358157,43.6194705428884,564.189583547756,2014
"Helianthus tuberosus L.",11.378271,43.148646,1784.12411615277,2018
"Smilax aspera L.",10.2885197358157,43.6194705428884,564.189583547756,2014
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.345295,43.603474,564.189583547756,2013
"Cervaria rivinii Gaertn.",11.103552,43.942612,1784.12411615277,2013
"Cyclamen hederifolium Aiton subsp. hederifolium",11.378271,43.148646,1784.12411615277,2018
"Smilax aspera L.",11.341239,43.684267,1784.12411615277,2019
"Arbutus unedo L.",11.378271,43.148646,1784.12411615277,2018
"Calluna vulgaris (L.) Hull",11.378271,43.148646,1784.12411615277,2018
"Tradescantia fluminensis Vell.",11.149001,43.924799,1784.12411615277,2016
"Hedera helix L. subsp. helix",11.378271,43.148646,1784.12411615277,2018
"Calluna vulgaris (L.) Hull",10.55455,43.75073,1784.12411615277,2006
"Calluna vulgaris (L.) Hull",10.412572,43.537226,1784.12411615277,1985
"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.133923,43.473602,1784.12411615277,1832
"Arbutus unedo L.",10.763917,43.798727,564.189583547756,2013
"Sternbergia colchiciflora Waldst. & Kit.",11.26268,43.88151,1784.12411615277,2016
"Hedera helix L. subsp. helix",10.479776,43.96739,1784.12411615277,2011
"Odontites luteus (L.) Clairv. subsp. luteus",11.378271,43.148646,1784.12411615277,2018
"Hedera helix L. subsp. helix",10.660822,43.572568,1784.12411615277,2014
"Hedera helix L. subsp. helix",10.795569,43.540018,1784.12411615277,2014
"Hedera helix L. subsp. helix",10.1884242244638,43.9441430119087,1784.12411615277,1986
"Oenothera chicaginensis de Vries ex Renner & Cleland",10.766778,43.575225,1784.12411615277,2014
"Oenothera chicaginensis de Vries ex Renner & Cleland",10.357265,43.64359,1784.12411615277,2014
"Odontites luteus (L.) Clairv. subsp. luteus",10.1884242244638,43.9441430119087,1784.12411615277,1986
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.3078538107756,43.7159932180934,1784.12411615277,2004
"Seseli tortuosum L. subsp. tortuosum",10.1884242244638,43.9441430119087,1784.12411615277,1986
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.1884242244638,43.9441430119087,1784.12411615277,1986
"Hedera helix L. subsp. helix",10.3078538107756,43.7159932180934,1784.12411615277,2004
"Arbutus unedo L.",10.1884242244638,43.9441430119087,1784.12411615277,1986
"Calluna vulgaris (L.) Hull",10.1884242244638,43.9441430119087,1784.12411615277,1986
"Salicornia perennans Willd. subsp. perennans",10.3078538107756,43.7159932180934,1784.12411615277,2004
"Smilax aspera L.",10.3078538107756,43.7159932180934,1784.12411615277,2004
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.292866,43.688778,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.292866,43.688778,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.292502,43.690871,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.331677,43.594999,564.189583547756,2013
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.292502,43.690871,564.189583547756,2013
"Euphorbia dendroides L.",11.100882,42.252801,1784.12411615277,1882
"Salicornia perennans Willd. subsp. perennans",10.333898,43.59572,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.293286,43.688665,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.308167,43.588841,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.336561,43.597913,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.291988,43.690615,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.328707,43.596798,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.284933,43.701895,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.337659,43.598828,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.295115,43.687771,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.335342,43.602726,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.336713,43.598064,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.3339,43.596332,564.189583547756,2013
"Oenothera biennis L.",10.268402,43.795227,564.189583547756,2005
"Hedera helix L. subsp. helix",10.602413,43.462379,564.189583547756,2019
"Salicornia perennans Willd. subsp. perennans",10.334114,43.596501,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.31605,43.590777,564.189583547756,2013
"Salicornia perennans Willd. subsp. perennans",10.334364,43.596606,564.189583547756,2013
"Odontites luteus (L.) Clairv. subsp. luteus",10.263949,43.860607,1784.12411615277,1860
"Hedera helix L. subsp. helix",10.299898,43.789497,564.189583547756,2006
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.304957,43.775442,564.189583547756,2006
"Salicornia perennans Willd. subsp. perennans",10.335965,43.602908,564.189583547756,2013
"Oenothera biennis L.",10.26896122,43.78430529,564.189583547756,2006
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.26896122,43.78430529,564.189583547756,2006
"Oenothera biennis L.",10.26805819,43.78560282,564.189583547756,2006
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.2791327502172,43.7882863070334,564.189583547756,2006
"Hedera helix L. subsp. helix",10.3081864,43.82433512,564.189583547756,2006
"Hedera helix L. subsp. helix",10.2961267428973,43.7829185232502,564.189583547756,2006
"Hedera helix L. subsp. helix",10.30811933,43.82781889,564.189583547756,2006
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.29280205,43.78406667,564.189583547756,2006
"Hedera helix L. subsp. helix",10.3123947126679,43.7842073762926,564.189583547756,2006
"Smilax aspera L.",10.30811933,43.82781889,564.189583547756,2006
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.2962984042742,43.7860787508773,564.189583547756,2006
"Hedera helix L. subsp. helix",10.29280205,43.78406667,564.189583547756,2006
"Smilax aspera L.",11.3475288337169,43.8012575788316,564.189583547756,2018
"Calluna vulgaris (L.) Hull",11.262994,43.132698,564.189583547756,2017
"Hedera helix L. subsp. helix",10.31573319,43.80778536,564.189583547756,2006
"Arbutus unedo L.",11.262994,43.132698,564.189583547756,2017
"Erica multiflora L. subsp. multiflora",11.005457,43.433269,564.189583547756,2017
"Smilax aspera L.",11.005457,43.433269,564.189583547756,2017
"Spiranthes spiralis (L.) Chevall.",10.1875270789561,43.9451154479316,1784.12411615277,1986
"Artemisia verlotiorum Lamotte",10.30046,43.58584,564.189583547756,2018
"Spiranthes spiralis (L.) Chevall.",11.060486,43.888883,1784.12411615277,1860
"Hieracium racemosum Waldst. & Kit. ex Willd.",11.005457,43.433269,1784.12411615277,2017
"Spiranthes spiralis (L.) Chevall.",10.685166,43.903454,1784.12411615277,1908
"Chenopodium opulifolium Schrad. ex W.D.J.Koch & Ziz",10.30046,43.58584,564.189583547756,2018
"Smilax aspera L.",11.357364247531,43.8042314401051,1784.12411615277,2018
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.30046,43.58584,564.189583547756,2018
"Euphorbia dendroides L.",9.818082,43.037775,1784.12411615277,2001
"Cyclamen hederifolium Aiton subsp. hederifolium",9.818082,43.037775,1784.12411615277,2001
"Hedera helix L. subsp. helix",10.39939,43.62924,564.189583547756,2018
"Artemisia verlotiorum Lamotte",11.139731,43.662134,1784.12411615277,2009
"Spiranthes spiralis (L.) Chevall.",11.220172,42.418382,1784.12411615277,1908
"Solanum chenopodioides Lam.",10.39734,43.63364,564.189583547756,2018
"Solanum chenopodioides Lam.",10.30046,43.58584,564.189583547756,2018
"Calluna vulgaris (L.) Hull",11.094046,43.085071,1784.12411615277,2012
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.25307,43.21375,1784.12411615277,1999
"Odontites luteus (L.) Clairv. subsp. luteus",10.300545,42.77614,1784.12411615277,2003
"Odontites luteus (L.) Clairv. subsp. luteus",11.66666,42.76637,1784.12411615277,2008
"Hedera helix L. subsp. helix",10.763917,43.798727,564.189583547756,2013
"Dittrichia graveolens (L.) Greuter",9.9045,43.42779,1784.12411615277,1995
"Symphyotrichum squamatum (Spreng.) G.L.Nesom",10.3172882121657,43.8151727994645,564.189583547756,2019
"Smilax aspera L.",10.35298,43.60451,564.189583547756,2018
"Dittrichia graveolens (L.) Greuter",10.925134,42.773994,1784.12411615277,1999
"Dittrichia viscosa (L.) Greuter subsp. viscosa",9.89295,43.43077,1784.12411615277,1995
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.100882,42.252801,1784.12411615277,1897
"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.100882,42.252801,1784.12411615277,1832
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.30046,43.58584,564.189583547756,2018
"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.35298,43.60451,564.189583547756,2018
"Solanum chenopodioides Lam.",10.35298,43.60451,564.189583547756,2018
