"X","Taxon","longitude","latitude","uncertainty","year"
2621,"Spiranthes spiralis (L.) Chevall.",10.944997,43.79569,1784.12411615277,2012
2622,"Spiranthes spiralis (L.) Chevall.",11.149001,43.924799,1784.12411615277,2009
2623,"Spiranthes spiralis (L.) Chevall.",11.051717,43.774609,1784.12411615277,2012
2624,"Arbutus unedo L.",11.09516,42.25488,1784.12411615277,1882
2625,"Arbutus unedo L.",10.871624,42.768721,1784.12411615277,1892
2626,"Arbutus unedo L.",10.310407,42.337112,1784.12411615277,1965
2627,"Arbutus unedo L.",10.121172,42.750195,1784.12411615277,1972
2628,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1992
2629,"Prospero autumnale (L.) Speta",11.26268,43.88151,1784.12411615277,2016
2630,"Arbutus unedo L.",11.154004,42.417888,1784.12411615277,1966
2631,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.380032,42.746537,1784.12411615277,1992
2632,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.844252,43.73144,1784.12411615277,1863
2633,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.070926,43.74464,1784.12411615277,1874
2634,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.866032,43.399396,1784.12411615277,1872
2635,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.697197,43.901694,1784.12411615277,1887
2636,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.215814,43.838429,1784.12411615277,1905
2637,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.265971,43.746055,1784.12411615277,1880
2638,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.268387,43.751729,1784.12411615277,1866
2639,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.145667,42.411119,1784.12411615277,1989
2640,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.121353,44.239452,1784.12411615277,1929
2641,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.886541,43.662551,1784.12411615277,1877
2642,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",12.065523,43.446711,1784.12411615277,1933
2643,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.857949,43.546806,1784.12411615277,1877
2644,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.298139,43.808859,1784.12411615277,1868
2645,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.095567,43.934604,1784.12411615277,2008
2646,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.333635,43.318519,1784.12411615277,1898
2647,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.882087,43.760459,1784.12411615277,1893
2648,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.480884,43.821608,1784.12411615277,1863
2649,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.268387,43.751729,1784.12411615277,1866
2650,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.298139,43.808859,1784.12411615277,1868
2651,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.848028,43.748579,1784.12411615277,2012
2652,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.830005,43.878075,1784.12411615277,2012
2653,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.868103,43.849836,1784.12411615277,2012
2654,"Tradescantia fluminensis Vell.",10.239483,42.782816,1784.12411615277,2013
2655,"Tradescantia fluminensis Vell.",11.000467,43.839256,1784.12411615277,2012
2656,"Arbutus unedo L.",11.103552,43.942612,1784.12411615277,2013
2657,"Pulicaria vulgaris Gaertn.",11.005457,43.433269,1784.12411615277,2018
2658,"Artemisia verlotiorum Lamotte",11.10196,43.94595,1784.12411615277,2013
2659,"Charybdis maritima (L.) Speta",10.311995,42.766451,1784.12411615277,2003
2660,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.36271,43.07674,1784.12411615277,1999
2661,"Dittrichia graveolens (L.) Greuter",11.878908,43.760928,1784.12411615277,1908
2662,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.36271,43.07674,1784.12411615277,1999
2663,"Artemisia verlotiorum Lamotte",11.25307,43.21375,1784.12411615277,1999
2664,"Artemisia verlotiorum Lamotte",11.36271,43.07674,1784.12411615277,1999
2665,"Artemisia verlotiorum Lamotte",10.9373185739568,43.6586131544314,564.189583547756,2018
2666,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.168726,43.894235,1784.12411615277,2016
2667,"Calluna vulgaris (L.) Hull",10.480051,44.171653,564.189583547756,2005
2668,"Arbutus unedo L.",10.31072,42.78488,564.189583547756,2005
2669,"Arbutus unedo L.",10.16423,42.78026,564.189583547756,2005
2670,"Arbutus unedo L.",10.18127,42.7812,564.189583547756,2005
2671,"Arbutus unedo L.",10.33678,42.76874,564.189583547756,2005
2672,"Arbutus unedo L.",10.417764,42.797868,564.189583547756,2005
2673,"Arbutus unedo L.",10.18068,42.78438,564.189583547756,2005
2674,"Arbutus unedo L.",10.16491,42.79619,564.189583547756,2005
2675,"Arbutus unedo L.",10.39936,42.75343,564.189583547756,2005
2676,"Arbutus unedo L.",10.39585,42.82627,564.189583547756,2005
2677,"Arbutus unedo L.",10.27471,42.80044,564.189583547756,2005
2678,"Arbutus unedo L.",10.29076,42.78789,564.189583547756,2005
2679,"Arbutus unedo L.",10.367715,42.76971,564.189583547756,2005
2680,"Arbutus unedo L.",10.175894,42.787722,564.189583547756,2005
2681,"Arbutus unedo L.",10.18859,42.78682,564.189583547756,2005
2682,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.61604,42.94761,1784.12411615277,1994
2683,"Arbutus unedo L.",11.082728,42.656241,3989.42280401433,2003
2684,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.360988,42.809327,564.189583547756,2005
2685,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.30466,42.76059,564.189583547756,2005
2686,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.206429,42.805759,564.189583547756,2005
2687,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",11.157338,43.96659,1784.12411615277,2016
2688,"Smilax aspera L.",10.39585,42.82627,564.189583547756,2005
2689,"Hibiscus trionum L.",11.96462,43.05772,1784.12411615277,1990
2690,"Colchicum lusitanum Brot.",11.103552,43.942612,1784.12411615277,2013
2691,"Salicornia perennans Willd. subsp. perennans",10.318195,42.803233,564.189583547756,2005
2692,"Euphorbia dendroides L.",11.088498,42.615583,1784.12411615277,2003
2693,"Spiranthes spiralis (L.) Chevall.",10.488867,43.738712,1784.12411615277,2009
2694,"Spiranthes spiralis (L.) Chevall.",10.452733,43.780089,1784.12411615277,2009
2695,"Spiranthes spiralis (L.) Chevall.",11.168726,43.894235,1784.12411615277,2009
2696,"Spiranthes spiralis (L.) Chevall.",11.164831,44.001953,1784.12411615277,2009
2697,"Arbutus unedo L.",10.53316,43.7076,1784.12411615277,1975
2698,"Gazania rigens (L.) Gaertn.",10.367654,43.460017,564.189583547756,2014
2699,"Prospero autumnale (L.) Speta",11.103552,43.942612,1784.12411615277,2013
2700,"Smilax aspera L.",10.322591,43.595669,1784.12411615277,1984
2701,"Euphorbia dendroides L.",10.174198,43.992685,1784.12411615277,1890
2702,"Euphorbia dendroides L.",11.09516,42.25488,1784.12411615277,1856
2703,"Euphorbia dendroides L.",9.828772,43.054632,1784.12411615277,1896
2704,"Euphorbia dendroides L.",9.81906,43.06628,1784.12411615277,1969
2705,"Euphorbia dendroides L.",9.84401,43.04176,1784.12411615277,1969
2706,"Euphorbia dendroides L.",11.081389,42.418528,1784.12411615277,1903
2707,"Calluna vulgaris (L.) Hull",11.240798,43.724257,1784.12411615277,1854
2708,"Calluna vulgaris (L.) Hull",10.536313,43.756417,3989.42280401433,1847
2709,"Anredera cordifolia (Ten.) Steenis",10.919425,42.352077,1784.12411615277,1996
2710,"Prospero autumnale (L.) Speta",11.149001,43.924799,1784.12411615277,2016
2711,"Prospero autumnale (L.) Speta",10.830005,43.878075,1784.12411615277,2012
2712,"Prospero autumnale (L.) Speta",11.000082,43.784295,1784.12411615277,2012
2713,"Prospero autumnale (L.) Speta",11.008753,43.752336,1784.12411615277,2012
2714,"Prospero autumnale (L.) Speta",10.868103,43.849836,1784.12411615277,2012
2715,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.147989,44.034823,1784.12411615277,1942
2716,"Prospero autumnale (L.) Speta",11.051717,43.774609,1784.12411615277,2012
2717,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.532108,43.966431,1784.12411615277,1860
2718,"Arabidopsis thaliana (L.) Heynh.",11.55096,42.88612,1784.12411615277,1994
2719,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.333635,43.318519,1784.12411615277,1860
2720,"Arabidopsis thaliana (L.) Heynh.",11.59897,42.84107,1784.12411615277,1994
2721,"Arabidopsis thaliana (L.) Heynh.",11.55271,42.90437,1784.12411615277,1994
2722,"Xanthoselinum venetum (Spreng.) Soldano & Banfi",9.95447158813477,44.2720006751752,1784.12411615277,1942
2723,"Callitriche brutia Petagna",10.903171,42.366977,1784.12411615277,1997
2724,"Arabidopsis thaliana (L.) Heynh.",11.64083,42.93104,1784.12411615277,1994
2725,"Arabidopsis thaliana (L.) Heynh.",11.5774,42.90365,1784.12411615277,1994
2726,"Arabidopsis thaliana (L.) Heynh.",11.10196,43.94595,1784.12411615277,2013
2727,"Euphorbia dendroides L.",11.145667,42.411119,1784.12411615277,1883
2728,"Euphorbia dendroides L.",11.145667,42.411119,1784.12411615277,1993
2729,"Helianthus tuberosus L.",11.79625,43.35415,564.189583547756,2016
2730,"Helianthus tuberosus L.",10.477202,43.771755,1784.12411615277,2009
2731,"Helianthus tuberosus L.",10.487928,43.749476,1784.12411615277,2009
2732,"Helianthus tuberosus L.",11.164831,44.001953,1784.12411615277,2009
2733,"Helianthus tuberosus L.",11.157338,43.96659,1784.12411615277,2009
2734,"Helianthus tuberosus L.",11.29169,43.13937,1784.12411615277,2000
2735,"Helianthus tuberosus L.",10.766778,43.575225,1784.12411615277,2014
2736,"Helianthus tuberosus L.",11.139731,43.662134,1784.12411615277,2009
2737,"Helianthus tuberosus L.",11.20293,43.594518,1784.12411615277,2009
2738,"Helianthus tuberosus L.",11.523086,43.56471,1784.12411615277,2004
2739,"Helianthus tuberosus L.",11.57627,43.52121,1784.12411615277,2004
2740,"Helianthus tuberosus L.",11.711231,43.800551,1784.12411615277,2004
2741,"Spiranthes spiralis (L.) Chevall.",11.07923,43.93651,1784.12411615277,1999
2742,"Helianthus tuberosus L.",11.809319,43.694041,1784.12411615277,2004
2743,"Helianthus tuberosus L.",11.221073,43.568693,1784.12411615277,2009
2744,"Arbutus unedo L.",11.304202,43.105901,1784.12411615277,1999
2745,"Spiranthes spiralis (L.) Chevall.",11.077377,43.919662,1784.12411615277,1999
2746,"Helianthus tuberosus L.",10.130495,42.800753,1784.12411615277,2012
2747,"Helianthus tuberosus L.",9.90239,43.43174,1784.12411615277,1995
2748,"Oxalis pes-caprae L.",11.100882,42.252801,1784.12411615277,1999
2749,"Helianthus tuberosus L.",11.847689,43.628598,1784.12411615277,2004
2750,"Callitriche brutia Petagna",11.374771,42.397728,1784.12411615277,2001
2751,"Helianthus tuberosus L.",11.176765,43.632443,1784.12411615277,2009
2752,"Helianthus tuberosus L.",11.176765,43.632443,1784.12411615277,2009
2753,"Helianthus tuberosus L.",10.24115,42.75055,1784.12411615277,2012
2754,"Arbutus unedo L.",10.428853,43.431197,1784.12411615277,2011
2755,"Helianthus tuberosus L.",11.040091,43.720169,1784.12411615277,2009
2756,"Helianthus tuberosus L.",11.297897,43.080959,1784.12411615277,1991
2757,"Pulicaria vulgaris Gaertn.",10.386087,43.714258,1784.12411615277,1860
2758,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.428853,43.431197,1784.12411615277,2011
2759,"Euphorbia dendroides L.",10.446342,43.76122,1784.12411615277,2005
2760,"Prospero autumnale (L.) Speta",10.428853,43.431197,1784.12411615277,2011
2761,"Pulicaria vulgaris Gaertn.",10.646312,43.822739,1784.12411615277,1860
2762,"Pulicaria vulgaris Gaertn.",11.892889,43.459435,1784.12411615277,1860
2763,"Euphorbia dendroides L.",11.09797,42.24884,1784.12411615277,1999
2764,"Euphorbia dendroides L.",11.09516,42.25488,1784.12411615277,1886
2765,"Euphorbia dendroides L.",11.09516,42.25488,1784.12411615277,1897
2766,"Euphorbia dendroides L.",11.09516,42.25488,1784.12411615277,1882
2767,"Euphorbia dendroides L.",11.09516,42.25488,1784.12411615277,1882
2768,"Euphorbia dendroides L.",11.09516,42.25488,1784.12411615277,1836
2769,"Euphorbia dendroides L.",11.081389,42.418528,1784.12411615277,1990
2770,"Euphorbia dendroides L.",9.835168,43.050853,1784.12411615277,1910
2771,"Euphorbia dendroides L.",9.818082,43.037775,1784.12411615277,1896
2772,"Euphorbia dendroides L.",9.818082,43.037775,1784.12411615277,1910
2773,"Calluna vulgaris (L.) Hull",10.614055,43.932133,1784.12411615277,1857
2774,"Prospero autumnale (L.) Speta",10.557218,43.707474,1784.12411615277,2009
2775,"Prospero autumnale (L.) Speta",10.533516,43.751545,1784.12411615277,2009
2776,"Hibiscus trionum L.",12.046446,43.669608,1784.12411615277,1860
2777,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.671749,43.409219,1784.12411615277,1969
2778,"Tradescantia fluminensis Vell.",10.194523,44.002116,564.189583547756,1978
2779,"Euphorbia dendroides L.",10.174198,43.992685,1784.12411615277,1983
2780,"Euphorbia dendroides L.",10.174198,43.992685,1784.12411615277,1983
2781,"Arabidopsis thaliana (L.) Heynh.",10.949922,43.161434,1784.12411615277,1965
2782,"Hieracium sabaudum L.",11.55096,42.88612,1784.12411615277,1994
2783,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.66307,42.88348,1784.12411615277,1994
2784,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.58744,42.8493,1784.12411615277,1994
2785,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.59897,42.84107,1784.12411615277,1994
2786,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.57693,42.89451,1784.12411615277,1994
2787,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.61284,42.88493,1784.12411615277,1994
2788,"Hieracium racemosum Waldst. & Kit. ex Willd.",11.55096,42.88612,1784.12411615277,1994
2789,"Pulicaria vulgaris Gaertn.",10.949922,43.161434,1784.12411615277,2002
2790,"Arbutus unedo L.",10.667962,43.71392,1784.12411615277,1951
2791,"Artemisia verlotiorum Lamotte",11.66666,42.76637,1784.12411615277,2008
2792,"Anredera cordifolia (Ten.) Steenis",9.90239,43.43174,1784.12411615277,1995
2793,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.499548334619,43.8448317308723,564.189583547756,2018
2794,"Smilax aspera L.",10.293860757704,43.5895327572661,564.189583547756,2009
2795,"Arbutus unedo L.",10.759465,42.923292,1784.12411615277,1908
2796,"Arabidopsis thaliana (L.) Heynh.",10.477202,43.771755,1784.12411615277,2009
2797,"Euphorbia dendroides L.",11.09516,42.25488,1784.12411615277,1886
2798,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.903171,42.366977,1784.12411615277,1894
2799,"Arbutus unedo L.",10.903171,42.366977,1784.12411615277,1897
2800,"Colchicum lusitanum Brot.",10.804126,43.73242,1784.12411615277,1952
2801,"Euphorbia dendroides L.",10.174198,43.992685,1784.12411615277,1982
2802,"Sorghum bicolor (L.) Moench",11.374771,42.397728,1784.12411615277,2001
2803,"Arbutus unedo L.",9.8471,43.04489,1784.12411615277,1969
2804,"Arbutus unedo L.",10.492546,42.988332,1784.12411615277,1970
2805,"Arbutus unedo L.",10.569225,43.162997,1784.12411615277,1933
2806,"Arbutus unedo L.",11.660588,43.370515,1784.12411615277,1916
2807,"Arbutus unedo L.",11.527461,43.836794,1784.12411615277,1872
2808,"Dittrichia graveolens (L.) Greuter",10.294289,43.727664,1784.12411615277,2010
2809,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.168726,43.894235,1784.12411615277,2009
2810,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.164831,44.001953,1784.12411615277,2009
2811,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.149001,43.924799,1784.12411615277,2009
2812,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.304202,43.105901,1784.12411615277,1999
2813,"Arbutus unedo L.",10.569225,43.162997,1784.12411615277,1933
2814,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.334849,43.08538,1784.12411615277,2000
2815,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.334849,43.08538,1784.12411615277,1999
2816,"Arbutus unedo L.",10.901329,42.356387,1784.12411615277,1894
2817,"Arabidopsis thaliana (L.) Heynh.",10.903171,42.366977,1784.12411615277,1996
2818,"Arabidopsis thaliana (L.) Heynh.",10.903171,42.366977,1784.12411615277,1843
2819,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.434912,44.06198,1784.12411615277,2012
2820,"Arbutus unedo L.",10.539952,43.09793,1784.12411615277,1933
2821,"Arbutus unedo L.",10.271331,43.788363,1784.12411615277,1903
2822,"Arbutus unedo L.",10.866032,43.399396,1784.12411615277,1872
2823,"Arbutus unedo L.",10.759465,42.923292,1784.12411615277,1891
2824,"Arbutus unedo L.",11.133181,43.720333,1784.12411615277,1890
2825,"Arbutus unedo L.",11.342996,43.821184,1784.12411615277,1907
2826,"Arbutus unedo L.",10.125344,42.79239,1784.12411615277,1981
2827,"Arbutus unedo L.",10.325808,43.496003,1784.12411615277,1866
2828,"Arbutus unedo L.",10.27576,44.005707,1784.12411615277,1942
2829,"Arbutus unedo L.",10.569225,43.162997,1784.12411615277,1935
2830,"Arbutus unedo L.",10.505769,42.950049,1784.12411615277,1951
2831,"Arbutus unedo L.",10.505467,42.950071,1784.12411615277,1951
2832,"Arbutus unedo L.",10.505467,42.950071,1784.12411615277,1951
2833,"Arbutus unedo L.",10.32081,42.78047,1784.12411615277,1940
2834,"Arbutus unedo L.",10.166738,42.766669,1784.12411615277,1936
2835,"Arbutus unedo L.",10.166738,42.766669,1784.12411615277,1936
2836,"Arbutus unedo L.",10.266059,42.799177,1784.12411615277,1972
2837,"Arbutus unedo L.",9.818082,43.037775,1784.12411615277,1910
2838,"Arbutus unedo L.",11.046116,43.820191,1784.12411615277,1963
2839,"Arbutus unedo L.",10.310407,42.337112,1784.12411615277,1902
2840,"Arbutus unedo L.",10.310407,42.337112,1784.12411615277,1971
2841,"Arbutus unedo L.",10.492546,42.988332,1784.12411615277,1968
2842,"Arbutus unedo L.",10.880507,42.366216,1784.12411615277,1999
2843,"Arbutus unedo L.",10.075458,42.580947,1784.12411615277,1901
2844,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1905
2845,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1843
2846,"Arbutus unedo L.",11.145667,42.411119,1784.12411615277,1843
2847,"Artemisia verlotiorum Lamotte",10.851276,43.713485,564.189583547756,2015
2848,"Arabidopsis thaliana (L.) Heynh.",11.736244,43.501921,1784.12411615277,1997
2849,"Arabidopsis thaliana (L.) Heynh.",11.653773,43.5113,1784.12411615277,1997
2850,"Arbutus unedo L.",9.9045,43.42779,1784.12411615277,1995
2851,"Arabidopsis thaliana (L.) Heynh.",10.903171,42.366977,1784.12411615277,1894
2852,"Arabidopsis thaliana (L.) Heynh.",9.89295,43.43077,1784.12411615277,1995
2853,"Arbutus unedo L.",9.89079,43.42435,1784.12411615277,1995
2854,"Arbutus unedo L.",10.953135,43.341105,1784.12411615277,2000
2855,"Calluna vulgaris (L.) Hull",10.25461,44.25488,1784.12411615277,1987
2856,"Arabidopsis thaliana (L.) Heynh.",11.094046,43.085071,1784.12411615277,2012
2857,"Calluna vulgaris (L.) Hull",11.227309,42.446132,1784.12411615277,1983
2858,"Arabidopsis thaliana (L.) Heynh.",11.52545,42.82074,1784.12411615277,1993
2859,"Helianthus pauciflorus Nutt.",10.46016,43.747481,1784.12411615277,2000
2860,"Arabidopsis thaliana (L.) Heynh.",10.903171,42.366977,1784.12411615277,1997
2861,"Calluna vulgaris (L.) Hull",10.184189,43.94487,1784.12411615277,1983
2862,"Calluna vulgaris (L.) Hull",10.37752,44.200618,1784.12411615277,1978
2863,"Calluna vulgaris (L.) Hull",10.37752,44.200618,1784.12411615277,1978
2864,"Calluna vulgaris (L.) Hull",10.343478,43.742106,1784.12411615277,1996
2865,"Calluna vulgaris (L.) Hull",10.212315,44.071912,1784.12411615277,1976
2866,"Oxalis pes-caprae L.",10.431658,42.780515,1784.12411615277,2014
2867,"Triglochin laxiflora Guss.",9.843742,43.048431,1784.12411615277,2005
2868,"Prospero autumnale (L.) Speta",11.168726,43.894235,3989.42280401433,2009
2869,"Hieracium sabaudum L.",11.168866,42.899181,1784.12411615277,1996
2870,"Arbutus unedo L.",10.075458,42.580947,1784.12411615277,1908
2871,"Dittrichia viscosa (L.) Greuter subsp. viscosa",9.9045,43.42779,1784.12411615277,1995
2872,"Dittrichia viscosa (L.) Greuter subsp. viscosa",9.90239,43.43174,1784.12411615277,1995
2873,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.508386,42.74064,1784.12411615277,2005
2874,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.311995,42.766451,1784.12411615277,2003
2875,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.515018,43.475437,1784.12411615277,2005
2876,"Euphorbia dendroides L.",11.100882,42.252801,1784.12411615277,1887
2877,"Euphorbia dendroides L.",11.100882,42.252801,1784.12411615277,1882
2878,"Ceratonia siliqua L.",10.89197,42.379389,1784.12411615277,1900
2879,"Pulicaria vulgaris Gaertn.",11.66666,42.76637,1784.12411615277,2008
2880,"Spiranthes spiralis (L.) Chevall.",10.44196,43.79155,1784.12411615277,2009
2881,"Spiranthes spiralis (L.) Chevall.",10.4487,43.77288,1784.12411615277,2009
2882,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.703153,43.292956,1784.12411615277,1953
2883,"Dittrichia viscosa (L.) Greuter subsp. viscosa",11.857417,43.432075,1784.12411615277,1909
2884,"Spiranthes spiralis (L.) Chevall.",11.157338,43.96659,1784.12411615277,2009
2885,"Ceratonia siliqua L.",11.203694,42.393759,564.189583547756,1908
2886,"Ceratonia siliqua L.",10.294215,42.78222,3989.42280401433,1908
2887,"Pulicaria vulgaris Gaertn.",11.367415,42.791777,1784.12411615277,2000
2888,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.477202,43.771755,1784.12411615277,2009
2889,"Artemisia verlotiorum Lamotte",11.149001,43.924799,1784.12411615277,2009
2890,"Spiranthes spiralis (L.) Chevall.",10.571995,43.68663,1784.12411615277,2009
2891,"Spiranthes spiralis (L.) Chevall.",10.211193,43.989759,1784.12411615277,1860
2892,"Spiranthes spiralis (L.) Chevall.",10.560733,44.056111,1784.12411615277,1860
2893,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.944997,43.79569,1784.12411615277,2012
2894,"Calluna vulgaris (L.) Hull",11.381336,43.955908,1784.12411615277,1958
2895,"Oxalis pes-caprae L.",10.533516,43.751545,1784.12411615277,2009
2896,"Calluna vulgaris (L.) Hull",10.709367,43.716395,1784.12411615277,1951
2897,"Arbutus unedo L.",10.294215,42.78222,3989.42280401433,1908
2898,"Spiranthes spiralis (L.) Chevall.",11.052711,43.959433,1784.12411615277,1999
2899,"Helianthus tuberosus L.",11.168726,43.894235,1784.12411615277,2009
2900,"Spiranthes spiralis (L.) Chevall.",10.428853,43.431197,1784.12411615277,2011
2901,"Euphorbia dendroides L.",11.081389,42.418528,1784.12411615277,1905
2902,"Euphorbia dendroides L.",11.081389,42.418528,1784.12411615277,1892
2903,"Calluna vulgaris (L.) Hull",10.715882,43.783147,1784.12411615277,1950
2904,"Calluna vulgaris (L.) Hull",10.776039,43.7863,1784.12411615277,1950
2905,"Spiranthes spiralis (L.) Chevall.",10.533516,43.751545,1784.12411615277,2009
2906,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.477202,43.771755,1784.12411615277,2009
2907,"Sternbergia lutea (L.) Ker Gawl. ex Spreng.",10.848707,43.895463,1784.12411615277,2012
2908,"Dysphania ambrosioides (L.) Mosyakin & Clemants",10.261707,43.821793,1784.12411615277,1990
2909,"Delairea odorata Lem.",10.284343,42.81436,1784.12411615277,2010
2910,"Smilax aspera L.",10.718286,43.761279,1784.12411615277,1895
2911,"Smilax aspera L.",11.508386,42.74064,1784.12411615277,2005
2912,"Prospero autumnale (L.) Speta",10.075458,42.580947,1784.12411615277,1901
2913,"Smilax aspera L.",10.300545,42.77614,1784.12411615277,2003
2914,"Smilax aspera L.",10.106665,42.583036,564.189583547756,1970
2915,"Spiranthes spiralis (L.) Chevall.",10.523512,43.720404,1784.12411615277,2007
2916,"Spiranthes spiralis (L.) Chevall.",10.130421,44.033755,1784.12411615277,1942
2917,"Arbutus unedo L.",10.903171,42.366977,1784.12411615277,1894
2918,"Hieracium sabaudum L.",10.261707,43.821793,1784.12411615277,1990
2919,"Sternbergia colchiciflora Waldst. & Kit.",11.87559,42.929953,1784.12411615277,1998
2920,"Arbutus unedo L.",11.653773,43.5113,1784.12411615277,1997
2921,"Arbutus unedo L.",10.903171,42.366977,1784.12411615277,1895
2922,"Leersia oryzoides (L.) Sw.",11.29169,43.13937,1784.12411615277,1999
2923,"Oxalis pes-caprae L.",11.168866,42.899197,1784.12411615277,1996
2924,"Sorghum bicolor (L.) Moench",9.89901,43.42395,1784.12411615277,1995
2925,"Arbutus unedo L.",10.903171,42.366977,1784.12411615277,1996
2926,"Arbutus unedo L.",10.075458,42.580947,1784.12411615277,1901
2927,"Arbutus unedo L.",10.481141,43.586714,1784.12411615277,2008
2928,"Dittrichia viscosa (L.) Greuter subsp. viscosa",10.261707,43.821793,1784.12411615277,1990
2929,"Calluna vulgaris (L.) Hull",11.63405,43.36501,564.189583547756,2016
2930,"Colchicum lusitanum Brot.",11.286729,43.801221,1784.12411615277,1954
2931,"Colchicum lusitanum Brot.",10.731841,43.880216,1784.12411615277,1954
2932,"Posidonia oceanica (L.) Delile",10.075458,42.580947,1784.12411615277,1909
2933,"Colchicum lusitanum Brot.",11.168866,42.899181,1784.12411615277,1996
2934,"Arbutus unedo L.",10.47311,43.808256,1784.12411615277,1982
2935,"Arbutus unedo L.",10.492201,43.848123,1784.12411615277,1969
2936,"Calluna vulgaris (L.) Hull",10.177585,44.01888,1784.12411615277,1946
2937,"Calluna vulgaris (L.) Hull",10.569225,43.162997,1784.12411615277,1933
2938,"Calluna vulgaris (L.) Hull",11.311226,43.78118,1784.12411615277,1932
2939,"Calluna vulgaris (L.) Hull",10.569225,43.162997,1784.12411615277,1933
2940,"Calluna vulgaris (L.) Hull",11.4471,43.87698,1784.12411615277,1879
2941,"Calluna vulgaris (L.) Hull",10.593615,44.010372,1784.12411615277,1872
2942,"Arabidopsis thaliana (L.) Heynh.",11.56443,42.88602,1784.12411615277,1994
2943,"Calluna vulgaris (L.) Hull",11.070076,43.930648,1784.12411615277,1939
2944,"Prospero autumnale (L.) Speta",10.477202,43.771755,1784.12411615277,2009
2945,"Calluna vulgaris (L.) Hull",10.263949,43.860607,1784.12411615277,1898
2946,"Arabidopsis thaliana (L.) Heynh.",10.180278,44.019122,1784.12411615277,1942
2947,"Arabidopsis thaliana (L.) Heynh.",10.129286,44.050513,1784.12411615277,1942
2948,"Calluna vulgaris (L.) Hull",9.867101,44.375487,3989.42280401433,1907
2949,"Calluna vulgaris (L.) Hull",10.715882,43.783147,1784.12411615277,1950
2950,"Calluna vulgaris (L.) Hull",10.704979,43.791052,1784.12411615277,1950
2951,"Calluna vulgaris (L.) Hull",10.798009,43.7791,1784.12411615277,1950
