"","x","y","ndvi","ignorance","distances","INTERSECTION","try"
"1185073",4355636.28854343,2294145.24746561,0.384321838659036,8.71176433563232,3354.84809948292,FALSE,"98757"
"1185074",4347637.12103738,2301724.53449957,-0.111565378469785,9.78955173492432,3354.84809948292,FALSE,"98757"
"1185075",4347149.79358749,2305043.79913608,-0.024776706461281,9.82754325866699,3354.84809948292,FALSE,"98757"
"1185076",4359215.18270123,2300485.1394832,0.58537424935412,6.14842700958252,3354.84809948292,FALSE,"98757"
"1185077",4364031.9213156,2296639.95404444,0.449053793355218,8.07147693634033,3354.84809948292,FALSE,"98757"
"1185078",4352059.77169505,2299651.80258644,0.535922512459839,9.21593570709229,3354.84809948292,FALSE,"98757"
"1185079",4365393.04574173,2291891.14908089,0.419878245756886,6.08679580688477,3354.84809948292,FALSE,"98757"
"1185080",4350318.1180547,2288005.58574231,0.450213481667419,8.63290786743164,3354.84809948292,FALSE,"98757"
"1185081",4361396.92361141,2288368.42484126,0.0486905578666851,10.6192436218262,3354.84809948292,FALSE,"98757"
"1185082",4367660.31074919,2297940.49419613,0.457192341625339,11.5478210449219,3354.84809948292,FALSE,"98757"
"1185083",4366540.39558271,2285451.44354382,0.340907777002334,11.2715768814087,3354.84809948292,FALSE,"98757"
"1185084",4357023.63603148,2284459.12974239,0.412833171505835,12.3899478912354,3354.84809948292,FALSE,"98757"
